State,Date,raw_positives,7-day_avg,new_confirmed_cases_average,new_confirmed_cases_value,new_confirmed_cases_cumulative,new_deaths_average,new_deaths_value,new_deaths_cumulative,doses_admin_daily,7_day_avg,inpatient_beds_used_covid
DE,2020-02-03,0.0,0.0,,,,,,,,,
DE,2020-02-04,0.0,0.0,,,,,,,,,
DE,2020-02-05,0.0,0.0,,,,,,,,,
DE,2020-02-06,0.0,0.0,,,,,,,,,
DE,2020-02-07,0.0,0.0,,,,,,,,,
DE,2020-02-08,0.0,0.0,,,,,,,,,
DE,2020-02-09,0.0,0.0,,,,,,,,,
DE,2020-02-10,0.0,0.0,,,,,,,,,
DE,2020-02-11,0.0,0.0,,,,,,,,,
DE,2020-02-12,0.0,0.0,,,,,,,,,
DE,2020-02-13,0.0,0.0,,,,,,,,,
DE,2020-02-14,0.0,0.0,,,,,,,,,
DE,2020-02-15,0.0,0.0,,,,,,,,,
DE,2020-02-16,0.0,0.0,,,,,,,,,
DE,2020-02-17,0.0,0.0,,,,,,,,,
DE,2020-02-18,0.0,0.0,,,,,,,,,
DE,2020-02-19,0.0,0.0,,,,,,,,,
DE,2020-02-20,0.0,0.0,,,,,,,,,
DE,2020-02-21,0.0,0.0,,,,,,,,,
DE,2020-02-22,0.0,0.0,,,,,,,,,
DE,2020-02-23,0.0,0.0,,,,,,,,,
DE,2020-02-24,0.0,0.0,,,,,,,,,
DE,2020-02-25,0.0,0.0,,,,,,,,,
DE,2020-02-26,0.0,0.0,,,,,,,,,
DE,2020-02-27,0.0,0.0,,,,,,,,,
DE,2020-02-28,0.0,0.0,,,,,,,,,
DE,2020-02-29,0.0,0.0,,,,,,,,,
DE,2020-03-01,0.0,0.0,,,,,,,,,
DE,2020-03-02,0.0,0.0,,,,,,,,,
DE,2020-03-03,0.0,0.0,,,,,,,,,
DE,2020-03-04,0.0,0.0,,,,,,,,,
DE,2020-03-05,0.0,0.0,,,,,,,,,
DE,2020-03-06,0.0,0.0,,,,,,,,,
DE,2020-03-07,0.0,0.0,,,,,,,,,
DE,2020-03-08,0.0,0.14285714285714285,,,,,,,,,
DE,2020-03-09,0.0,0.14285714285714285,,,,,,,,,
DE,2020-03-10,0.0,0.5714285714285714,,,,,,,,,
DE,2020-03-11,1.0,0.8571428571428571,,,,,,,,,
DE,2020-03-12,0.0,0.8571428571428571,,,,,,,,,
DE,2020-03-13,3.0,1.1428571428571428,,,,,,,,,
DE,2020-03-14,2.0,2.2857142857142856,,,,,,,,,
DE,2020-03-15,0.0,2.5714285714285716,,,,,,,,,
DE,2020-03-16,2.0,4.142857142857143,,,,,,,,,
DE,2020-03-17,8.0,5.0,,,,,,,,,
DE,2020-03-18,3.0,5.571428571428571,,,,,,,,,
DE,2020-03-19,11.0,7.142857142857143,,,,,,,,,
DE,2020-03-20,9.0,8.571428571428571,,,,,,,,,
DE,2020-03-21,6.0,12.571428571428571,,,,,,,,,
DE,2020-03-22,11.0,14.285714285714286,,,,,,,,,
DE,2020-03-23,12.0,14.285714285714286,,,,,,,,,
DE,2020-03-24,36.0,17.714285714285715,,,,,,,,,
DE,2020-03-25,15.0,24.142857142857142,,,,,,,,,
DE,2020-03-26,11.0,25.142857142857142,,,,,,,,,
DE,2020-03-27,33.0,28.0,,,,,,,,,
DE,2020-03-28,51.0,30.714285714285715,,,,,,,,,
DE,2020-03-29,18.0,35.57142857142857,,,,,,,,,
DE,2020-03-30,32.0,37.57142857142857,,,,,,,,,
DE,2020-03-31,55.0,41.0,,,,,,,,,
DE,2020-04-01,49.0,54.142857142857146,,,,,,,,,
DE,2020-04-02,25.0,63.0,,,,,,,,,
DE,2020-04-03,57.0,74.14285714285714,,,,,,,,,
DE,2020-04-04,143.0,87.0,,,,,,,,,
DE,2020-04-05,80.0,106.85714285714286,,,,,,,,,
DE,2020-04-06,110.0,116.57142857142857,,,,,,,,,
DE,2020-04-07,145.0,125.14285714285714,,,,,,,,,
DE,2020-04-08,188.0,126.57142857142857,,,,,,,,,
DE,2020-04-09,93.0,136.0,,,,,,,,,
DE,2020-04-10,117.0,139.28571428571428,,,,,,,,,
DE,2020-04-11,153.0,142.57142857142858,,,,,,,,,
DE,2020-04-12,146.0,128.28571428571428,,,,,,,,,
DE,2020-04-13,133.0,123.0,,,,,,,,,
DE,2020-04-14,168.0,141.57142857142858,,,,,,,,,
DE,2020-04-15,88.0,151.28571428571428,,,,,,,,,
DE,2020-04-16,56.0,130.42857142857142,,,,,,,,,
DE,2020-04-17,247.0,141.0,,,,,,,,,
DE,2020-04-18,221.0,143.57142857142858,,,,,,,,,
DE,2020-04-19,0.0,169.42857142857142,,,,,,,,,
DE,2020-04-20,207.0,176.85714285714286,,,,,,,,,
DE,2020-04-21,186.0,160.71428571428572,,,,,,,,,
DE,2020-04-22,269.0,148.28571428571428,,,,,,,,,
DE,2020-04-23,108.0,213.71428571428572,,,,,,,,,
DE,2020-04-24,134.0,202.42857142857142,,,,,,,,,
DE,2020-04-25,134.0,234.85714285714286,,,,,,,,,
DE,2020-04-26,458.0,207.85714285714286,,,,,,,,,
DE,2020-04-27,128.0,203.71428571428572,,,,,,,,,
DE,2020-04-28,413.0,210.85714285714286,,,,,,,,,
DE,2020-04-29,80.0,208.85714285714286,,,,,,,,,
DE,2020-04-30,79.0,167.71428571428572,,,,,,,,,
DE,2020-05-01,184.0,160.85714285714286,,,,,,,,,
DE,2020-05-02,120.0,113.71428571428571,,,,,,,,,
DE,2020-05-03,170.0,160.42857142857142,,,,,,,,,
DE,2020-05-04,80.0,172.14285714285714,,,,,,,,,
DE,2020-05-05,83.0,170.42857142857142,,,,,,,,,
DE,2020-05-06,407.0,177.0,,,,,,,,,
DE,2020-05-07,161.0,152.71428571428572,,,,,,,,,
DE,2020-05-08,172.0,182.42857142857142,,,,,,,,,
DE,2020-05-09,166.0,195.71428571428572,,,,,,,,,
DE,2020-05-10,0.0,167.71428571428572,,,,,,,,,
DE,2020-05-11,288.0,183.42857142857142,,,,,,,,,
DE,2020-05-12,176.0,180.28571428571428,,,,,,,,,
DE,2020-05-13,211.0,181.42857142857142,,,,,,,,,
DE,2020-05-14,271.0,199.0,,,,,,,,,
DE,2020-05-15,150.0,186.28571428571428,,,,,,,,,
DE,2020-05-16,174.0,185.14285714285714,,,,,,,,,
DE,2020-05-17,123.0,177.42857142857142,,,,,,,,,
DE,2020-05-18,199.0,166.14285714285714,,,,,,,,,
DE,2020-05-19,168.0,165.14285714285714,,,,,,,,,
DE,2020-05-20,157.0,140.28571428571428,,,,,,,,,
DE,2020-05-21,192.0,162.71428571428572,,,,,,,,,
DE,2020-05-22,143.0,156.57142857142858,,,,,,,,,
DE,2020-05-23,0.0,147.0,,,,,,,,,
DE,2020-05-24,280.0,128.85714285714286,,,,,,,,,
DE,2020-05-25,156.0,112.14285714285714,,,,,,,,,
DE,2020-05-26,101.0,101.0,,,,,,,,,
DE,2020-05-27,30.0,127.57142857142857,,,,,,,,,
DE,2020-05-28,75.0,98.42857142857143,,,,,,,,,
DE,2020-05-29,65.0,91.42857142857143,,,,,,,,,
DE,2020-05-30,186.0,88.42857142857143,,,,,,,,,
DE,2020-05-31,76.0,88.0,,,,,,,,,
DE,2020-06-01,107.0,82.14285714285714,,,,,,,,,
DE,2020-06-02,80.0,76.71428571428571,,,,,,,,,
DE,2020-06-03,27.0,60.42857142857143,,,,,,,,,
DE,2020-06-04,34.0,63.42857142857143,,,,,,,,,
DE,2020-06-05,27.0,52.42857142857143,,,,,,,,,
DE,2020-06-06,72.0,47.857142857142854,,,,,,,,,
DE,2020-06-07,97.0,49.142857142857146,,,,,,,,,
DE,2020-06-08,30.0,51.42857142857143,,,,,,,,,
DE,2020-06-09,48.0,57.142857142857146,,,,,,,,,
DE,2020-06-10,36.0,54.857142857142854,,,,,,,,,
DE,2020-06-11,50.0,46.0,,,,,,,,,
DE,2020-06-12,67.0,52.57142857142857,,,,,,,,,
DE,2020-06-13,56.0,54.714285714285715,,,,,,,,,
DE,2020-06-14,35.0,55.42857142857143,,,,,,,,,
DE,2020-06-15,76.0,56.142857142857146,,,,,,,,,
DE,2020-06-16,63.0,62.57142857142857,,,,,,,,,
DE,2020-06-17,41.0,64.57142857142857,,,,,,,,,
DE,2020-06-18,55.0,73.0,,,,,,,,,
DE,2020-06-19,112.0,68.57142857142857,,,,,,,,,
DE,2020-06-20,70.0,63.42857142857143,,,,,,,,,
DE,2020-06-21,94.0,63.57142857142857,,,,,,,,,
DE,2020-06-22,45.0,68.71428571428571,,,,,,,,,
DE,2020-06-23,27.0,58.0,,,,,,,,,
DE,2020-06-24,42.0,58.57142857142857,,,,,,,,,
DE,2020-06-25,91.0,64.42857142857143,,,,,,,,,
DE,2020-06-26,37.0,79.42857142857143,,,,,,,,,
DE,2020-06-27,74.0,89.57142857142857,,,,,,,,,
DE,2020-06-28,135.0,88.71428571428571,,,,,,,,,
DE,2020-06-29,150.0,107.28571428571429,,,,,,,,,
DE,2020-06-30,98.0,129.42857142857142,,,,,,,,,
DE,2020-07-01,36.0,129.28571428571428,,,,,,,,,
DE,2020-07-02,221.0,128.85714285714286,,,,,,,,,
DE,2020-07-03,192.0,131.0,,,,,,,,,
DE,2020-07-04,73.0,134.28571428571428,,,,,,,,,
DE,2020-07-05,132.0,136.0,,,,,,,,,
DE,2020-07-06,165.0,114.28571428571429,,,,,,,,,
DE,2020-07-07,121.0,104.14285714285714,,,,,,,,,
DE,2020-07-08,48.0,106.71428571428571,,,,,,,,,
DE,2020-07-09,69.0,96.57142857142857,,,,,,,,,
DE,2020-07-10,121.0,83.71428571428571,,,,,,,,,
DE,2020-07-11,91.0,79.28571428571429,,,,,,,,,
DE,2020-07-12,61.0,84.0,,,,,,,,,
DE,2020-07-13,75.0,83.28571428571429,,,,,,,,,
DE,2020-07-14,90.0,97.85714285714286,,,,,,,,,
DE,2020-07-15,81.0,98.0,,,,,,,,,
DE,2020-07-16,64.0,102.14285714285714,,,,,,,,,
DE,2020-07-17,223.0,106.42857142857143,,,,,,,,,
DE,2020-07-18,92.0,111.0,,,,,,,,,
DE,2020-07-19,90.0,106.0,,,,,,,,,
DE,2020-07-20,105.0,115.71428571428571,,,,,,,,,
DE,2020-07-21,122.0,123.57142857142857,,,,,,,,,
DE,2020-07-22,46.0,106.57142857142857,,,,,,,,,
DE,2020-07-23,132.0,110.14285714285714,,,,,,,,,
DE,2020-07-24,278.0,111.71428571428571,,,,,,,,,
DE,2020-07-25,-27.0,104.28571428571429,,,,,,,,,
DE,2020-07-26,115.0,115.71428571428571,,,,,,,,,
DE,2020-07-27,116.0,109.28571428571429,,,,,,,,,
DE,2020-07-28,70.0,83.71428571428571,,,,,,,,,
DE,2020-07-29,126.0,100.28571428571429,,,,,,,,,
DE,2020-07-30,87.0,94.14285714285714,,,,,,,,,
DE,2020-07-31,99.0,92.71428571428571,,,,,,,,,
DE,2020-08-01,89.0,94.42857142857143,,,,,,,,,
DE,2020-08-02,72.0,99.14285714285714,,,,,,,,,
DE,2020-08-03,106.0,96.57142857142857,,,,,,,,,
DE,2020-08-04,82.0,93.85714285714286,,,,,,,,,
DE,2020-08-05,159.0,89.28571428571429,,,,,,,,,
DE,2020-08-06,69.0,89.42857142857143,,,,,,,,,
DE,2020-08-07,80.0,82.71428571428571,,,,,,,,,
DE,2020-08-08,57.0,80.28571428571429,,,,,,,,,
DE,2020-08-09,73.0,67.0,,,,,,,,,
DE,2020-08-10,59.0,86.0,,,,,,,,,
DE,2020-08-11,65.0,127.85714285714286,,,,,,,,,
DE,2020-08-12,66.0,127.71428571428571,,,,,,,,,
DE,2020-08-13,202.0,125.14285714285714,,,,,,,,,
DE,2020-08-14,373.0,128.85714285714286,,,,,,,,,
DE,2020-08-15,56.0,127.71428571428571,,,,,,,,,
DE,2020-08-16,55.0,125.42857142857143,,,,,,,,,
DE,2020-08-17,85.0,107.28571428571429,,,,,,,,,
DE,2020-08-18,57.0,61.42857142857143,,,,,,,,,
DE,2020-08-19,50.0,61.714285714285715,,,,,,,,,
DE,2020-08-20,75.0,63.42857142857143,,,,,,,,,
DE,2020-08-21,52.0,58.0,,,,,,,,,
DE,2020-08-22,58.0,52.714285714285715,,,,,,,,,
DE,2020-08-23,67.0,49.0,,,,,,,,,
DE,2020-08-24,47.0,36.857142857142854,,,,,,,,,
DE,2020-08-25,20.0,44.714285714285715,,,,,,,,,
DE,2020-08-26,24.0,74.42857142857143,,,,,,,,,
DE,2020-08-27,-10.0,64.0,,,,,,,,,
DE,2020-08-28,107.0,69.57142857142857,,,,,,,,,
DE,2020-08-29,266.0,81.85714285714286,,,,,,,,,
DE,2020-08-30,-6.0,80.42857142857143,,,,,,,,,
DE,2020-08-31,86.0,96.71428571428571,,,,,,,,,
DE,2020-09-01,106.0,95.57142857142857,,,,,,,,,
DE,2020-09-02,14.0,77.57142857142857,,,,,,,,,
DE,2020-09-03,104.0,100.0,,,,,,,,,
DE,2020-09-04,99.0,117.14285714285714,,,,,,,,,
DE,2020-09-05,140.0,110.42857142857143,,,,,,,,,
DE,2020-09-06,151.0,108.42857142857143,,,,,,,,,
DE,2020-09-07,206.0,116.14285714285714,,,,,,,,,
DE,2020-09-08,59.0,115.28571428571429,,,,,,,,,
DE,2020-09-09,0.0,119.14285714285714,,,,,,,,,
DE,2020-09-10,158.0,115.14285714285714,,,,,,,,,
DE,2020-09-11,93.0,98.28571428571429,,,,,,,,,
DE,2020-09-12,167.0,118.42857142857143,,,,,,,,,
DE,2020-09-13,123.0,132.28571428571428,,,,,,,,,
DE,2020-09-14,88.0,121.71428571428571,,,,,,,,,
DE,2020-09-15,200.0,115.28571428571429,,,,,,,,,
DE,2020-09-16,97.0,103.28571428571429,,,,,,,,,
DE,2020-09-17,84.0,102.42857142857143,,,,,,,,,
DE,2020-09-18,48.0,104.28571428571429,,,,,,,,,
DE,2020-09-19,83.0,89.14285714285714,,,,,,,,,
DE,2020-09-20,117.0,85.14285714285714,,,,,,,,,
DE,2020-09-21,101.0,89.85714285714286,,,,,,,,,
DE,2020-09-22,94.0,102.71428571428571,,,,,,,,,
DE,2020-09-23,69.0,101.0,,,,,,,,,
DE,2020-09-24,117.0,99.14285714285714,,,,,,,,,
DE,2020-09-25,138.0,103.14285714285714,,,,,,,,,
DE,2020-09-26,71.0,110.0,,,,,,,,,
DE,2020-09-27,104.0,111.85714285714286,,,,,,,,,
DE,2020-09-28,129.0,120.0,,,,,,,,,
DE,2020-09-29,142.0,121.71428571428571,,,,,,,,,
DE,2020-09-30,82.0,138.42857142857142,,,,,,,,,
DE,2020-10-01,174.0,140.42857142857142,,,,,,,,,
DE,2020-10-02,150.0,139.14285714285714,,,,,,,,,
DE,2020-10-03,188.0,133.57142857142858,,,,,,,,,
DE,2020-10-04,118.0,133.85714285714286,,,,,,,,,
DE,2020-10-05,120.0,127.85714285714286,,,,,,,,,
DE,2020-10-06,103.0,127.14285714285714,,,,,,,,,
DE,2020-10-07,84.0,124.71428571428571,,,,,,,,,
DE,2020-10-08,132.0,126.71428571428571,,,,,,,,,
DE,2020-10-09,145.0,132.28571428571428,,,,,,,,,
DE,2020-10-10,171.0,132.57142857142858,,,,,,,,,
DE,2020-10-11,132.0,130.71428571428572,,,,,,,,,
DE,2020-10-12,159.0,125.42857142857143,,,,,,,,,
DE,2020-10-13,105.0,128.14285714285714,,,,,,,,,
DE,2020-10-14,71.0,134.85714285714286,,,,,,,,,
DE,2020-10-15,95.0,137.57142857142858,,,,,,,,,
DE,2020-10-16,164.0,129.57142857142858,,,,,,,,,
DE,2020-10-17,218.0,133.0,,,,,,,,,
DE,2020-10-18,151.0,130.0,,,,,,,,,
DE,2020-10-19,103.0,138.28571428571428,,,,,,,,,
DE,2020-10-20,129.0,137.57142857142858,,,,,,,,,
DE,2020-10-21,50.0,129.28571428571428,,,,,,,,,
DE,2020-10-22,153.0,124.0,,,,,,,,,
DE,2020-10-23,159.0,138.85714285714286,,,,,,,,,
DE,2020-10-24,160.0,132.0,,,,,,,,,
DE,2020-10-25,114.0,145.28571428571428,,,,,,,,,
DE,2020-10-26,207.0,146.42857142857142,,,,,,,,,
DE,2020-10-27,81.0,152.0,,,,,,,,,
DE,2020-10-28,143.0,157.71428571428572,,,,,,,,,
DE,2020-10-29,161.0,166.42857142857142,,,,,,,,,
DE,2020-10-30,198.0,163.28571428571428,,,,,,,,,
DE,2020-10-31,200.0,168.14285714285714,,,,,,,,,
DE,2020-11-01,175.0,163.14285714285714,,,,,,,,,
DE,2020-11-02,185.0,171.42857142857142,,,,,,,,,
DE,2020-11-03,115.0,183.42857142857142,,,,,,,,,
DE,2020-11-04,108.0,186.71428571428572,,,,,,,,,
DE,2020-11-05,219.0,211.0,,,,,,,,,
DE,2020-11-06,282.0,228.14285714285714,,,,,,,,,
DE,2020-11-07,223.0,240.85714285714286,,,,,,,,,
DE,2020-11-08,345.0,258.2857142857143,,,,,,,,,
DE,2020-11-09,305.0,256.14285714285717,,,,,,,,,
DE,2020-11-10,204.0,283.0,,,,,,,,,
DE,2020-11-11,230.0,305.2857142857143,,,,,,,,,
DE,2020-11-12,204.0,314.2857142857143,,,,,,,,,
DE,2020-11-13,470.0,327.42857142857144,,,,,,,,,
DE,2020-11-14,379.0,348.57142857142856,,,,,,,,,
DE,2020-11-15,408.0,344.7142857142857,,,,,,,,,
DE,2020-11-16,397.0,372.42857142857144,,,,,,,,,
DE,2020-11-17,352.0,400.0,,,,,,,,,
DE,2020-11-18,203.0,418.0,,,,,,,,,
DE,2020-11-19,398.0,429.2857142857143,,,,,,,,,
DE,2020-11-20,663.0,430.14285714285717,,,,,,,,,
DE,2020-11-21,505.0,444.57142857142856,,,,,,,,,
DE,2020-11-22,487.0,462.85714285714283,,,,,,,,,
DE,2020-11-23,403.0,489.42857142857144,,,,,,,,,
DE,2020-11-24,453.0,479.14285714285717,,,,,,,,,
DE,2020-11-25,331.0,478.42857142857144,,,,,,,,,
DE,2020-11-26,584.0,491.85714285714283,,,,,,,,,
DE,2020-11-27,591.0,491.85714285714283,,,,,,,,,
DE,2020-11-28,500.0,525.5714285714286,,,,,,,,,
DE,2020-11-29,581.0,529.0,,,,,,,,,
DE,2020-11-30,403.0,553.8571428571429,,,,,,,,,
DE,2020-12-01,689.0,604.0,,,,,,,,,
DE,2020-12-02,355.0,632.2857142857143,,,,,,,,,
DE,2020-12-03,758.0,665.8571428571429,,,,,,,,,
DE,2020-12-04,942.0,722.4285714285714,,,,,,,,,
DE,2020-12-05,698.0,731.5714285714286,,,,,,,,,
DE,2020-12-06,816.0,813.5714285714286,,,,,,,,,
DE,2020-12-07,799.0,797.1428571428571,,,,,,,,,
DE,2020-12-08,753.0,774.2857142857143,,,,,,,,,
DE,2020-12-09,929.0,825.7142857142857,,,,,,,,,
DE,2020-12-10,643.0,792.5714285714286,,,,,,,,,
DE,2020-12-11,782.0,820.8571428571429,,,,,,,,,
DE,2020-12-12,1058.0,811.1428571428571,,,,,,,,,
DE,2020-12-13,584.0,790.8571428571429,,,,,,,,,
DE,2020-12-14,997.0,818.8571428571429,,,,,,,,,
DE,2020-12-15,685.0,755.8571428571429,,,,,,,,,
DE,2020-12-16,787.0,751.4285714285714,,,,,,,,,
DE,2020-12-17,839.0,736.5714285714286,,,,,,,,,
DE,2020-12-18,341.0,657.0,,,,,,,,,
DE,2020-12-19,1027.0,640.1428571428571,,,,,,,,,
DE,2020-12-20,480.0,615.1428571428571,,,,,,,,,
DE,2020-12-21,440.0,606.7142857142857,,,,,,,,,
DE,2020-12-22,567.0,649.1428571428571,,,,,,,,,
DE,2020-12-23,612.0,619.5714285714286,,,,,,,,,
DE,2020-12-24,780.0,634.4285714285714,,,,,,,,,
DE,2020-12-25,638.0,633.1428571428571,,,,,,,,,
DE,2020-12-26,820.0,652.2857142857143,,,,,,,,,
DE,2020-12-27,584.0,623.0,,,,,,,,,
DE,2020-12-28,431.0,634.4285714285714,,,,,,,,,
DE,2020-12-29,701.0,630.1428571428571,,,,,,,,,
DE,2020-12-30,407.0,628.5714285714286,,,,,,,,,
DE,2020-12-31,860.0,632.4285714285714,,,,,,,,,
DE,2021-01-01,608.0,692.1428571428571,,,,,,,,,
DE,2021-01-02,809.0,701.5714285714286,,,,,,,,,
DE,2021-01-03,611.0,733.2857142857143,,,,,,,,,
DE,2021-01-04,849.0,784.7142857142857,,,,,,,,,
DE,2021-01-05,767.0,777.0,,,,,,,,,
DE,2021-01-06,629.0,800.2857142857143,,,,,,,,,
DE,2021-01-07,1220.0,827.0,,,,,,,,,
DE,2021-01-08,554.0,784.8571428571429,,,,,,,,,
DE,2021-01-09,972.0,763.7142857142857,,,,,,,,,
DE,2021-01-10,798.0,777.7142857142857,,,,,,,,,
DE,2021-01-11,554.0,730.8571428571429,,,,,,,,,
DE,2021-01-12,619.0,746.2857142857143,,,,,,,,,
DE,2021-01-13,727.0,699.5714285714286,,,,,,,,,
DE,2021-01-14,892.0,717.2857142857143,,,,,,,,,
DE,2021-01-15,662.0,726.1428571428571,,,,,,,,,
DE,2021-01-16,645.0,695.0,,,,,,,,,
DE,2021-01-17,922.0,657.4285714285714,,,,,,,,,
DE,2021-01-18,616.0,636.8571428571429,,,,,,,,,
DE,2021-01-19,401.0,643.7142857142857,,,,,,,,,
DE,2021-01-20,464.0,649.0,,,,,,,,,
DE,2021-01-21,748.0,611.5714285714286,,,,,,,,,
DE,2021-01-22,710.0,611.5714285714286,,,,,,,,,
DE,2021-01-23,682.0,597.0,,,,,,,,,
DE,2021-01-24,660.0,579.5714285714286,,,,,,,,,
DE,2021-01-25,616.0,567.4285714285714,,,,,,,,,
DE,2021-01-26,299.0,528.8571428571429,,,,,,,,,
DE,2021-01-27,342.0,519.4285714285714,,,,,,,,,
DE,2021-01-28,663.0,499.42857142857144,,,,,,,,,
DE,2021-01-29,440.0,472.0,,,,,,,,,
DE,2021-01-30,616.0,458.0,,,,,,,,,
DE,2021-01-31,520.0,450.0,,,,,,,,,
DE,2021-02-01,424.0,390.0,,,,,,,,,
DE,2021-02-02,201.0,373.0,,,,,,,,,
DE,2021-02-03,286.0,325.85714285714283,,,,,,,,,
DE,2021-02-04,243.0,360.42857142857144,,,,,,,,,
DE,2021-02-05,321.0,348.0,,,,,,,,,
DE,2021-02-06,286.0,359.14285714285717,,,,,,,,,
DE,2021-02-07,762.0,354.14285714285717,,,,,,,,,
DE,2021-02-08,337.0,378.57142857142856,,,,,,,,,
DE,2021-02-09,279.0,388.14285714285717,,,,,,,,,
DE,2021-02-10,251.0,405.7142857142857,,,,,,,,,
DE,2021-02-11,414.0,344.14285714285717,,,,,,,,,
DE,2021-02-12,388.0,329.7142857142857,,,,,,,,,
DE,2021-02-13,409.0,308.42857142857144,,,,,,,,,
DE,2021-02-14,331.0,302.85714285714283,,,,,,,,,
DE,2021-02-15,236.0,282.42857142857144,,,,,,,,,
DE,2021-02-16,130.0,274.0,,,,,,,,,
DE,2021-02-17,212.0,265.57142857142856,,,,,,,,,
DE,2021-02-18,271.0,247.0,,,,,,,,,
DE,2021-02-19,329.0,264.42857142857144,,,,,,,,,
DE,2021-02-20,350.0,265.57142857142856,,,,,,,,,
DE,2021-02-21,201.0,275.0,,,,,,,,,
DE,2021-02-22,358.0,278.42857142857144,,,,,,,,,
DE,2021-02-23,138.0,273.85714285714283,,,,,,,,,
DE,2021-02-24,278.0,283.7142857142857,,,,,,,,,
DE,2021-02-25,295.0,295.2857142857143,,,,,,,,,
DE,2021-02-26,297.0,284.2857142857143,,,,,,,,,
DE,2021-02-27,419.0,280.7142857142857,,,,,,,,,
DE,2021-02-28,282.0,274.14285714285717,,,,,,,,,
DE,2021-03-01,281.0,263.14285714285717,,,,,,,,,
DE,2021-03-02,113.0,253.71428571428572,,,,,,,,,
DE,2021-03-03,232.0,231.71428571428572,,,,,,,,,
DE,2021-03-04,218.0,222.14285714285714,,,,,,,,,
DE,2021-03-05,231.0,211.85714285714286,,,,,,,,,
DE,2021-03-06,265.0,212.28571428571428,,,,,,,,,
DE,2021-03-07,215.0,209.42857142857142,,,,,,,,,
DE,2021-03-08,209.0,291.0,,,,,,,,,
DE,2021-03-09,116.0,291.0,,,,,,,,,
DE,2021-03-10,212.0,288.14285714285717,,,,,,,,,
DE,2021-03-11,789.0,289.57142857142856,,,,,,,,,
DE,2021-03-12,231.0,293.0,,,,,,,,,
DE,2021-03-13,245.0,296.0,,,,,,,,,
DE,2021-03-14,225.0,318.85714285714283,,,,,,,,,
DE,2021-03-15,233.0,249.28571428571428,,,,,,,,,
DE,2021-03-16,137.0,246.28571428571428,,,,,,,,,
DE,2021-03-17,372.0,255.14285714285714,,,,,,,,,
DE,2021-03-18,302.0,272.2857142857143,,,,,,,,,
DE,2021-03-19,210.0,259.2857142857143,,,,,,,,,
DE,2021-03-20,307.0,265.42857142857144,,,,,,,,,
DE,2021-03-21,345.0,242.28571428571428,,,,,,,,,
DE,2021-03-22,142.0,230.42857142857142,,,,,,,,,
DE,2021-03-23,180.0,241.42857142857142,,,,,,,,,
DE,2021-03-24,210.0,251.28571428571428,,,,,,,,,
DE,2021-03-25,219.0,253.57142857142858,,,,,,,,,
DE,2021-03-26,287.0,281.85714285714283,,,,,,,,,
DE,2021-03-27,376.0,280.57142857142856,,,,,,,,,
DE,2021-03-28,361.0,283.2857142857143,,,,,,,,,
DE,2021-03-29,340.0,307.14285714285717,,,,,,,,,
DE,2021-03-30,171.0,323.57142857142856,,,,,,,,,
DE,2021-03-31,229.0,339.42857142857144,,,,,,,,,
DE,2021-04-01,386.0,330.57142857142856,,,,,,,,,
DE,2021-04-02,402.0,310.7142857142857,,,,,,,,,
DE,2021-04-03,487.0,319.0,,,,,,,,,
DE,2021-04-04,299.0,320.0,,,,,,,,,
DE,2021-04-05,201.0,316.57142857142856,,,,,,,,,
DE,2021-04-06,229.0,313.42857142857144,,,,,,,,,
DE,2021-04-07,236.0,303.7142857142857,,,,,,,,,
DE,2021-04-08,362.0,313.42857142857144,,,,,,,,,
DE,2021-04-09,380.0,335.42857142857144,,,,,,,,,
DE,2021-04-10,419.0,332.7142857142857,,,,,,,,,
DE,2021-04-11,367.0,353.2857142857143,,,,,,,,,
DE,2021-04-12,355.0,358.7142857142857,,,,,,,,,
DE,2021-04-13,210.0,362.57142857142856,,,,,,,,,
DE,2021-04-14,380.0,367.7142857142857,,,,,,,,,
DE,2021-04-15,400.0,369.7142857142857,,,,,,,,,
DE,2021-04-16,407.0,374.57142857142856,,,,,,,,,
DE,2021-04-17,455.0,367.42857142857144,,,,,,,,,
DE,2021-04-18,381.0,354.0,,,,,,,,,
DE,2021-04-19,389.0,336.0,,,,,,,,,
DE,2021-04-20,160.0,324.42857142857144,,,,,,,,,
DE,2021-04-21,286.0,307.14285714285717,,,,,,,,,
DE,2021-04-22,274.0,294.85714285714283,,,,,,,,,
DE,2021-04-23,326.0,273.14285714285717,,,,,,,,,
DE,2021-04-24,334.0,270.85714285714283,,,,,,,,,
DE,2021-04-25,295.0,264.42857142857144,,,,,,,,,
DE,2021-04-26,237.0,253.0,,,,,,,,,
DE,2021-04-27,144.0,258.85714285714283,,,,,,,,,
DE,2021-04-28,241.0,242.0,,,,,,,,,
DE,2021-04-29,194.0,241.0,,,,,,,,,
DE,2021-04-30,367.0,229.71428571428572,,,,,,,,,
DE,2021-05-01,216.0,228.71428571428572,,,,,,,,,
DE,2021-05-02,288.0,222.42857142857142,,,,,,,,,
DE,2021-05-03,158.0,219.14285714285714,,,,,,,,,
DE,2021-05-04,137.0,195.71428571428572,,,,,,,,,
DE,2021-05-05,197.0,189.57142857142858,,,,,,,,,
DE,2021-05-06,171.0,177.0,,,,,,,,,
DE,2021-05-07,203.0,169.28571428571428,,,,,,,,,
